input,word_1,word_2,word_3,word_4,pos_1,pos_2,pos_3,pos_4,def_1,def_2,def_3,def_4,sent_1,sent_2,sent_3,sent_4,ipa,pic,speech
puits,"PUITS,",,,,subst. masc.,,,,"Trou vertical, le plus souvent circulaire et à parois maçonnées, entouré parfois d'une margelle, creusé dans le sol pour atteindre une nappe aquifère.",,,,"Auprès de la cuisine se trouvait un puits entouré d'une margelle, et à poulie maintenue dans une branche de fer courbée, qu'embrassait une vigne aux pampres flétris (Balzac, E. Grandet, 1834, p. 79).",,,,\pɥi\,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Paul_Signac_Femmes_au_puits_1892.jpg/200px-Paul_Signac_Femmes_au_puits_1892.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/1/1c/Fr-puits.ogg/Fr-puits.ogg.mp3
tergiverser,"TERGIVERSER,",,,,verbe intrans.,,,,"Retarder le moment, éluder la difficulté d'aboutir à une décision, à une réponse, à un engagement précis.",,,,"L'Allemagne, au lieu d'adhérer avec empressement aux propositions de sir Edward Grey, tergiverse, ergote, et semble faire tout ce qu'il faut pour torpiller la réunion d'arbitrage (Martin du G., Thib., Été 14, 1936, p. 358).",,,,\tɛʁ.ʒi.vɛʁ.se\,,//upload.wikimedia.org/wikipedia/commons/transcoded/6/6b/LL-Q150_%28fra%29-Lyoko%C3%AF-tergiverser.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-tergiverser.wav.mp3
emberlificoter,"EMBERLIFICOTER,",,,,verbe trans.,,,,Gêner (quelqu'un) dans ses mouvements.,,,,"Le nain traînant le grand sabre, s'y emberlificotant les jambes (Hugo, Corresp.,1853, p. 147).",,,,\ɑ̃.bɛʁ.li.fi.kɔ.te\,,//upload.wikimedia.org/wikipedia/commons/transcoded/4/43/LL-Q150_%28fra%29-Lyoko%C3%AF-emberlificoter.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-emberlificoter.wav.mp3
abat-jour,"ABAT-JOUR,",,,,subst. masc. (inv.),,,,Dispositif destiné à rabattre la lumière d'une lampe :,,,,"1. ... un quinquet muni d'un abat-jour en tôle renvoyait sa lumière sur l'eau jaunâtre...
G. Flaubert, Par les champs et par les grèves,1848, p. 405.",,,,\a.ba.ʒuʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lamp2.jpg/220px-Lamp2.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/4/45/Fr-abat%E2%80%90jour.ogg/Fr-abat%E2%80%90jour.ogg.mp3
manche,"MANCHE1,","Manche-à-balle(s),(Manche-à-balle, Manche-à-balles)","Mancheron,",,subst. masc.,"subst. masc.,","subst. masc.,",,"Partie d'un outil, d'un instrument, généralement de forme allongée et plus ou moins droite, par laquelle on le tient lorsqu'on l'utilise.",Étudiant qui se signale par son zèle à travailler.,"L'une des pièces de bois ou de fer munies de poignées et placées à l'arrière d'une charrue ou d'une machine agricole, qui servent à la diriger.",,"Il enfonça le poignard jusqu'au manche dans la gorge de Fanny, qui mourut sur le coup (Ponson du Terr., Rocambole, t. 3, 1859, p. 301).","Ils ne peuvent pas se défaire du balancement pris aux mancherons de la charrue (Pesquidoux, Livre raison, 1928, p. 260).","Ils ne peuvent pas se défaire du balancement pris aux mancherons de la charrue (Pesquidoux, Livre raison, 1928, p. 260).",,\mɑ̃ʃ\,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Keila_jaama_auruvedurite_veev%C3%B5tu_kraan.jpg/220px-Keila_jaama_auruvedurite_veev%C3%B5tu_kraan.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/8/8a/Fr-manche.ogg/Fr-manche.ogg.mp3
pétrin,"PÉTRIN,",,,,subst. masc.,,,,"Coffre de bois dont le fond est parfois arrondi, fermé d'un couvercle à charnières, et dans lequel autrefois on pétrissait la pâte à pain à la main.",,,,"J'aperçus, par une porte ouverte, deux hommes en culotte, nus jusqu'à la ceinture, qui brassaient la pâte devant deux pétrins. J'étais chez un boulanger (Erckm.-Chatr., Conscrit 1813,1864, p.71).",,,,\pe.tʁɛ̃\,//upload.wikimedia.org/wikipedia/commons/thumb/9/96/2_p%C3%A9trin_%C3%A0_spirale_capot_relev%C3%A9.jpg/220px-2_p%C3%A9trin_%C3%A0_spirale_capot_relev%C3%A9.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/2/24/LL-Q150_%28fra%29-LoquaxFR-p%C3%A9trin.wav/LL-Q150_%28fra%29-LoquaxFR-p%C3%A9trin.wav.mp3
prévôt,"PRÉVÔT,",,,,subst. masc.,,,,Officier de justice subalterne qui avait compétence pour juger en première instance les causes ne relevant pas de la juridiction des baillis et des sénéchaux.,,,,"Dans quelques provinces, le prévôt royal avait le titre de Châtelain; dans d'autres, celui de Vicomte; et dans d'autres, celui de Viguier (Ac.1835, 1878).",,,,\pʁe.vo\,,//upload.wikimedia.org/wikipedia/commons/transcoded/8/81/LL-Q150_%28fra%29-Lepticed7-pr%C3%A9v%C3%B4t.wav/LL-Q150_%28fra%29-Lepticed7-pr%C3%A9v%C3%B4t.wav.mp3
tabatière,"TABATIÈRE,",,,,subst. fém.,,,,Petite boîte à couvercle dans laquelle on mettait le tabac à priser et qu'on emportait dans sa poche.,,,,"Il nous offrit une prise de tabac sec dans sa tabatière de corne, propre et luisante comme un écu neuf (Musset, Lettres Dupuis Cotonet, 1836, p. 671).",,,,\ta.ba.tjɛʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Tabati%C3%A8re_en_corne_sculpt%C3%A9e_repr%C3%A9sentant_la_Maison_de_Napol%C3%A9on_%C3%A0_Sainte-H%C3%A9l%C3%A8ne.JPG/220px-Tabati%C3%A8re_en_corne_sculpt%C3%A9e_repr%C3%A9sentant_la_Maison_de_Napol%C3%A9on_%C3%A0_Sainte-H%C3%A9l%C3%A8ne.JPG,
envoyer,"ENVOYER,",,,,verbe trans.,,,,"Faire aller, partir vers un lieu, une situation, un travail.",,,,"Si le ministre de la guerre (...) n'envoie sur le champ des hommes de l'art tracer un camp dans la position la plus propre à arrêter l'ennemi (Marat, Pamphlets, Marat, l'ami du peuple, aux braves Parisiens, 1792, p. 302).",,,,\ɑ̃.vwa.je\,,//upload.wikimedia.org/wikipedia/commons/transcoded/d/da/Fr-envoyer.ogg/Fr-envoyer.ogg.mp3
dépouiller,"DÉPOUILLER,","Dépouillage,",,,verbe trans.,subst. masc.,,,"Ôter la peau (d'un animal généralement mis à mort), souvent en vue d'un certain usage.",Action de retirer la peau d'une bête morte.,,,"Manger (...) la peau entière du saumon qu'ils dépouillaient avec beaucoup d'adresse (Voy. La Pérouse,t. 3, 1797, p. 64).","Après la mort de l'animal et son dépouillage (Bérard, Gobilliard, Cuirs et peaux,1947, p. 27).",,,\de.pu.je\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/9d/Fr-d%C3%A9pouiller.ogg/Fr-d%C3%A9pouiller.ogg.mp3
caïd,"CAÏD,",,,,subst. masc.,,,,"Notable qui cumule des fonctions administratives, judiciaires, financières; chef de tribu(s)",,,,"[Le] petit caïd de l'équipe, un mouflet à casquette torpédo (A. Simonin, Touchez pas au grisbi,1953, p. 231).",,,,\ka.id\,,//upload.wikimedia.org/wikipedia/commons/transcoded/d/da/LL-Q150_%28fra%29-VictorDtmtc-ca%C3%AFd.wav/LL-Q150_%28fra%29-VictorDtmtc-ca%C3%AFd.wav.mp3
calmande,"CALMANDE,",,,,subst. fém.,,,,"Tissu (de laine, poil de chèvre, ou soie et laine), lustré sur l'endroit, uni ou rayé, employé comme étoffe d'ameublement ou dans la confection de certains vêtements.",,,,"Les femmes (...) portent (...) des jupons courts de callemandre (Chateaubriand, Mémoires d'Outre-Tombe,t. 1, 1848, p. 205).",,,,\kal.mɑ̃d\,,
avoir,"AVOIR1,",,,,verbe.,,,,"Être en relation (concrète ou abstraite, permanente ou occasionnelle) avec quelqu'un ou quelque chose.",,,,"1. Va faire ton paquet, et je te mènerai chez M. de Rênal, où tu seras précepteur des enfants.
− Qu'aurai-je pour cela?
− La nourriture, l'habillement et trois cents francs de gages.
Stendhal, Le Rouge et le Noir,1830, p. 19.",,,,\a.vwaʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/15/Fr-avoir.ogg/Fr-avoir.ogg.mp3
internat,"INTERNAT,",,,,subst. masc.,,,,(Partie d'un) établissement scolaire qui reçoit des élèves internes.,,,,"Une espèce de fièvre de vacances annonce (...) la sortie des gosses remisés dans un internat minable de la banlieue (Colette, Music-hall,1913, p. 233):",,,,\ɛ̃.tɛʁ.na\,,//upload.wikimedia.org/wikipedia/commons/transcoded/a/aa/LL-Q150_%28fra%29-VictorDtmtc-internat.wav/LL-Q150_%28fra%29-VictorDtmtc-internat.wav.mp3
branlée,"BRANLÉE,",,,,subst. fém.,,,,Sonnerie de cloche qui branle à toute volée :,,,,"... la cloche de Sainte-Anne de Sorel, s'évertuait à sonner : [...], une dernière branlée au nord, puis tinte...
G. Guèvremont, Le Survenant,1945, p. 90.",,,,\bʁɑ̃.le\,,//upload.wikimedia.org/wikipedia/commons/transcoded/7/73/LL-Q150_%28fra%29-LoquaxFR-branl%C3%A9e.wav/LL-Q150_%28fra%29-LoquaxFR-branl%C3%A9e.wav.mp3
plagier,"PLAGIER,",,,,verbe trans.,,,,"Emprunter à un ouvrage original, et p.méton. à son auteur, des éléments, des fragments dont on s'attribue abusivement la paternité en les reproduisant, avec plus ou moins de fidélité, dans une oeuvre que l'on présente comme personnelle.",,,,"Moréas: en public, je dirais que c'est un grand poète, à toi qu'il me paraît un farceur; sa facilité est quasi déplorable et il plagie Lamartine sans vergogne (Rivière, Corresp.[avec Alain-Fournier], 1906, p.325).",,,,\pla.ʒje\,,//upload.wikimedia.org/wikipedia/commons/transcoded/7/7e/LL-Q150_%28fra%29-Lyoko%C3%AF-plagier.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-plagier.wav.mp3
alvéolé,"ALVÉOLÉ, ÉE,",,,,adj.,,,,Creusé d'alvéoles.,,,,"1. Les pédicellaires typiques des Valvulata sont encastrés dans un enfoncement des plaques squelettiques qui les supportent et sont parfois désignés, par cette raison, sous le nom de pédicellaires alvéolés.
E. Perrier, Traité de zoologie,t. 1, 1893, p. 824.",,,,\al.ve.ɔ.le\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/19/LL-Q150_%28fra%29-WikiLucas00-alv%C3%A9ol%C3%A9.wav/LL-Q150_%28fra%29-WikiLucas00-alv%C3%A9ol%C3%A9.wav.mp3
délation,"DÉLATION1,",,,,subst. fém.,,,,"Dénonciation, généralement secrète, dictée par des motifs vils et méprisables.",,,,"Surprendre des confidences, c'est se rendre coupable d'espionnage; les publier, c'est se rendre coupable de délation (Jouy, Hermite,t. 5, 1814, p. 294):",,,,\de.la.sjɔ̃\,,//upload.wikimedia.org/wikipedia/commons/transcoded/6/6c/LL-Q150_%28fra%29-WikiLucas00-d%C3%A9lation.wav/LL-Q150_%28fra%29-WikiLucas00-d%C3%A9lation.wav.mp3
roussette,"ROUSSETTE,",,,,subst. fém.,,,,Beignet parfumé à la fleur d'oranger et à l'eau-de-vie servi abondamment saupoudré de sucre.,,,,"La friture grésille dans la poêle (...) pour « saisir » (...) les « beignets et les bugnes » (Lyonnais), les « roussettes » (Orléanais) (Menon, Lecotté, Vill. Fr., 1, 1954, p. 90).",,,,\ʁu.sɛt\,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Scyliorhinus_canicula.jpg/220px-Scyliorhinus_canicula.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/2/2b/LL-Q150_%28fra%29-WikiLucas00-roussette.wav/LL-Q150_%28fra%29-WikiLucas00-roussette.wav.mp3
étamine,"ÉTAMINE1,",,,,subst. fém.,,,,"Organe mâle de la fleur (chez les plantes phanérogames), généralement constitué du filet* et de l'anthère*, situé entre la corolle et le pistil.",,,,"Je me demande, quand elles [des plantes] se fécondent elles-mêmes sans le secours des insectes ou des souffles aériens comme certaines le font, quand les étamines se penchent et se vident sur les pistils, si elles n'éprouvent pas des frissons amoureux (Pesquidoux, Chez nous,1923, p. 111).",,,,\e.ta.min\,//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Amaryllis_stamens_aka.jpg/220px-Amaryllis_stamens_aka.jpg,
fossette,"FOSSETTE,","Fosseleux, euse,",,,subst. fém.,adj.,,,"Petite cavité pratiquée dans le sol (cf. Brunet, Mat. vitic., 1909, p. 16).",Qui présente des fossettes.,,,"Je revois les endroits où j'ai joué à la fossette et au cerf-volant : ces souvenirs me font plaisir (Courier, Lettres Fr. et It.,1815, p. 867).","Ses yeux si clairs, ses fosseleux souris (Moréas, Pèlerin pass.,1891, p. 108).",,,\fɔ.sɛt\,//upload.wikimedia.org/wikipedia/commons/1/1a/Girl.dimples.JPG,//upload.wikimedia.org/wikipedia/commons/transcoded/3/3f/LL-Q150_%28fra%29-0x010C-fossette.wav/LL-Q150_%28fra%29-0x010C-fossette.wav.mp3
bourgeois,"BOURGEOIS, OISE,",,,,subst. et adj.,,,,"Libre habitant d'une ville, jouissant de certains privilèges.",,,,"1. Il n'y a guère, messieurs, que deux sources d'où puissent découler, dans la sphère politique, la grandeur de l'ambition et la fermeté de la pensée. Il faut avoir ou le sentiment d'une grande importance, d'un grand pouvoir exercé sur la destinée des autres, et dans un vaste horizon; ou bien il faut porter en soi un sentiment énergique d'une complète indépendance individuelle, la certitude de sa propre liberté, la conscience d'une destinée étrangère à toute autre volonté que celle de l'homme lui-même. (...). Ni l'une ni l'autre de ces conditions ne s'est rencontrée dans la situation des bourgeois du moyen âge. Ils n'étaient, vous venez de le voir, importans que pour eux-mêmes; ils n'exerçaient, hors de leur ville et sur l'état en général, aucune grande influence.
Guizot, Hist. gén. de la civilisation en Europe,1828, p. 32.",,,,\buʁ.ʒwa\,,//upload.wikimedia.org/wikipedia/commons/transcoded/8/8d/Fr-bourgeois.ogg/Fr-bourgeois.ogg.mp3
tanche,"TANCHE,",,,,subst. fém.,,,,"Poisson d'eau douce, de la famille des Cyprinidés qui se plaît dans les fonds vaseux des étangs, caractérisé par un corps court et massif couvert de minuscules écailles, généralement d'un vert jaune, bronzé ou noirâtre et une bouche pourvue de quatre barbillons.",,,,"On déballait [aux Halles] les tanches, sombres et magnifiques, pareilles à du cuivre rouge taché de vert-de-gris (Zola, Ventre Paris, 1873, p. 699).",,,,\tɑ̃ʃ\,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Tinca_tinca_on_linen.jpg/220px-Tinca_tinca_on_linen.jpg,
comédon,"COMÉDON,",,,,subst. masc.,,,,"Amas vermiculaire de matière sébacée blanchâtre, à sommet noirâtre, dans un follicule pilo-sébacé le plus souvent de la face, et en particulier du nez.",,,,"Les comédons, très fréquents sur les peaux séborrhéiques, au cours de l'acné (Quillet Méd.1965, p. 311).",,,,\kɔ.me.dɔ̃\,,
émaillé,"ÉMAILLER,","Émaillure,",,,verbe trans.,subst. fém.,,,"Recouvrir, totalement ou partiellement, d'émail.",Ouvrage de l'émailleur.,,,"Les émaux à cadran (...) servent à émailler des cadrans de montre (A. Meyer, Art émail Limoges,1895, p. 53).","Au fond, l'œil amoureux de la couleur, à la fin, trouve que les colorations de la peinture à l'huile, c'est de la « gnognote » à côté de l'émaillure d'une faïence ou d'une porcelaine (Goncourt, Journal,1891, p. 90).",,,\e.ma.je\,,//upload.wikimedia.org/wikipedia/commons/transcoded/3/36/LL-Q150_%28fra%29-Penegal-%C3%A9maill%C3%A9.wav/LL-Q150_%28fra%29-Penegal-%C3%A9maill%C3%A9.wav.mp3
bronche,"BRONCHE,","Bronchiole,",,,subst. fém.,"subst. fém.,",,,"Chacun des deux tuyaux fibro-cartilagineux qui prolongent la trachée-artère et, se ramifiant de plus en plus, conduisent l'air dans les poumons.",Dernière ramification de l'arbre bronchique pénétrant dans l'alvéole pulmonaire.,,,"Les cellules et les bronches se remplissent et se vident d'air alternativement (Lamarck, Philos. zool.,t. 1, 1809, p. 168):","Une bronche intralobulaire pénètre dans le lobule par son sommet; elle s'y ramifie en bronchioles nombreuses, aussi fines que des cheveux (H. Camefort, A. Gama, Sc. nat.,1960, p. 140).",,,\bʁɔ̃ʃ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/96/LL-Q150_%28fra%29-Pamputt-bronche.wav/LL-Q150_%28fra%29-Pamputt-bronche.wav.mp3
aiguiser,"AIGUISER,",,,,verbe trans.,,,,"Rendre aigu, tranchant.",,,,"1. Ah! quel plaisir! Il vannait, il raccommodait des filets, il équarrissait des foyards, appariait des chevrons, triait des voliges, affûtait des pieux; il maçonnait, il aiguisait les bêches et les socs de charrue, ...
L. Cladel, Ompdrailles,1879, p. 140.",,,,\ɛ.ɡi.ze\,//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Pekka_Halonen_Schnitter.jpg/220px-Pekka_Halonen_Schnitter.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d8/Fr-aiguiser.ogg/Fr-aiguiser.ogg.mp3
borné,"BORNER,",,,,verbe trans.,,,,Disposer des bornes.,,,,"1. Au premier temps du monde où tout était commun, Deux frères, comme vous, avaient deux champs en un; Comme l'un prenait moins et l'autre davantage, Ils vinrent un matin borner leur héritage; ...
Lamartine, Jocelyn,1836, p. 751.",,,,\bɔʁ.ne\,,//upload.wikimedia.org/wikipedia/commons/transcoded/c/c2/LL-Q150_%28fra%29-LoquaxFR-born%C3%A9.wav/LL-Q150_%28fra%29-LoquaxFR-born%C3%A9.wav.mp3
grès,GRÈS,"Grésage,","Gréser,","Grès,","1, subst. masc.",subst. masc.,verbe trans.,"subst. masc.,","Roche sédimentaire d'origine détritique, formée de grains agglomérés par un ciment naturel siliceux, calcaire ou ferrugineux, donnant un ensemble à la dureté et à la cohésion variable, mais généralement assez dur et compact, utilisé notamment comme matériau de construction, de pavage, comme pierre à aiguiser.",Action de polir à l'aide d'une meule ou de poudre de grès.,Polir à l'aide d'une meule ou de poudre de grès. (Dict. xixeet xxes.).,Cheval.,"Les grès sont des roches formées de grains de sable agrégés et fortement unis entre eux. On en fait des pierres de taille, des meules, des plaques minces pour filtrer les eaux (A. Pérès, Pierres et roches,1896, p. 17) :","On peut faire suivre le lavage sur les pierres dures par un grésage, ou frottage au sable (Arts et litt.,1935, p. 2006).","M. Vidocq appelle un cheval grès, c'est encore un mot bohémien (Mérimée, Carmen,1847, p. 81).","M. Vidocq appelle un cheval grès, c'est encore un mot bohémien (Mérimée, Carmen,1847, p. 81).",\ɡʁɛ\,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Plage_fossile_du_Pl%C3%A9istoc%C3%A8ne_r%C3%A9cent_pr%C3%A8s_de_Saint-Florent_%28Haute-Corse%2C_France%29.JPG/220px-Plage_fossile_du_Pl%C3%A9istoc%C3%A8ne_r%C3%A9cent_pr%C3%A8s_de_Saint-Florent_%28Haute-Corse%2C_France%29.JPG,//upload.wikimedia.org/wikipedia/commons/transcoded/3/33/Fr-gr%C3%A8s.ogg/Fr-gr%C3%A8s.ogg.mp3
pour,"POUR,",,,,prép.,,,,En échange de.,,,,"J'ai fait l'affaire pour cent florins, dit Stephen à Schmidt (Karr, Sous tilleuls,1832, p. 196).",,,,\puʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Ice_Tea.jpg/220px-Ice_Tea.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/f/f9/Fr-pour.ogg/Fr-pour.ogg.mp3
ceindre,"CEINDRE,",,,,verbe trans.,,,,Entourer quelque chose de quelque chose.,,,,"Les femmes, (...) ceignent leur tête avec un ruban dont les couleurs indiquent si elles sont mariées, filles ou veuves (Mmede Staël, De l'Allemagne,t. 5, 1810, p. 57).",,,,\sɛ̃dʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/0/08/LL-Q150_%28fra%29-Lyoko%C3%AF-ceindre.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-ceindre.wav.mp3
laitance,"LAITANCE,",,,,subst. fém.,,,,"Substance molle et blanchâtre que le poisson mâle, à l'époque du frai, répand sur les œufs de la femelle ainsi fécondés, et qui peut être utilisée en cuisine.",,,,"Chez le mâle, la laitance est mûre lorsque de légers frottements le long des flancs, ou seulement les efforts que fait l'animal en se débattant, en produisent l'écoulement (Code pêche fluv.,1875, p. 118):",,,,\lɛ.tɑ̃s\,,
peluche,"PELUCHE,","Peluché, -ée,",,,subst. fém.,adj.,,,"Étoffe de laine, de soie, de fil ou de coton, présentant sur une face des poils soyeux et brillants plus longs et moins serrés que ceux du velours auquel elle s'apparente, et que l'on utilise dans l'ameublement, dans la confection et surtout dans la fabrication des jouets d'enfants en forme d'animaux.",Qui est fait d'un tissu analogue à la peluche; qui a l'aspect de la peluche.,,,"Elles retrouvèrent un petit chapeau de peluche, à longs poils, couleur marron (Flaub., Coeur simple, 1877, p.49).","J'enrichirai si bien l'apprenti qu'il pourra festoyer son ancien maître sur une nappe peluchée, dans une bonne et solide vaisselle d'argent (Banville, Gringoire, 1866, 2, p.17).",,,\pə.lyʃ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/94/LL-Q150_%28fra%29-DSwissK-peluche.wav/LL-Q150_%28fra%29-DSwissK-peluche.wav.mp3
